location,area,price,price_currency,status,new/resale,price_negotiable,description,security_deposit,facing,furnished,age of property,Lift(s),Full Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,locality_score,Car Parking,city,property_type,price_per_sqft,amenity_count
Dhakoli,1640.0,7890000.0,INR,0.0,1.0,0.0,"The Project is coming up with 3 BHK flats in Zirakpur. These are luxury Independent Low rise floors with lift and covered car parking for each Home in 6.5 Acres Township. More About This Property 3 BHK Independent Floor for sale in Zirakpur. This property is in Dhakoli, which is a coveted investment location. This tastefully designed 3 BHK unit is among Zirakpur's best properties. Contact now for more details. This property in Zirakpur is on floor 2. The total number of floors in this Independent Floor is 4. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 1640 Square feet. This is a North-East facing property. It has 3 bathroom and 3 bedrooms. This property has lift. Sports enthusiasts can enjoy sports facilities provided in this project such as sports facility. Other facilities include Gym, Garden, Sports Facility, Swimming Pool, Intercom, Clubhouse, Community Hall. This property also has power backup facility. This is a gated community. There is regular water supply in this property. It is equipped with cctv facility. Kids area is also present. Some of the very well-known and reputed speciality hospitals like Kaushal Gynae and Medical Centre, Sigma Medical Aids, and Surya Medicare Limited are just a walk away from this location",1.0,Northeast,0.0,0,1,1,0,1,1,1,1,1,0,0,9.1,0.0,Chandigarh,Builderfloor,4810.98,7
Sector 34,2250.0,23600000.0,INR,Unknown,1.0,0.0,"One of the finest property in Sector 34 is now available for sale. This is a 3 BHK Independent Floor. Make it yours now. It is on floor 1. It is a 2 storeyed building. The price of this Independent Floor is Rs 2.36 Cr. This Independent Floor is spacious with a built-up area of 2250 Square feet. The carpet area is 1587 Square feet. It is a North-East-facing property with a good view. There are 3 bedrooms and 3 bathroom. This property ensures you are a quick distance away from the city's best schools such as Charms Education & Immigraton Services (P) Ltd, UEI Global, and Cadd Primer Chandigarh. It is also close to good and reputed hospitals like Government Medical College & Hospital, Tricity Institute of Plastic Surgery TIPS, and Mukat Hospital & Heart Institute",1.0,Northeast,0.0,0,0,0,0,0,0,0,0,0,0,0,9.1,0.0,Chandigarh,Builderfloor,10488.89,0
Lohgarh,1325.0,4750000.0,INR,Unknown,1.0,0.0,This spacious 3 bhk builder floor is available for sale and is located in the heart of Lohgarh. It is a semi-furnished property. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. Contact us for more details. ,1.0,East,0.0,0,1,0,0,0,0,0,0,0,0,0,9.1,0.0,Chandigarh,Builderfloor,3584.91,1
Togan,2250.0,7500000.0,INR,Unknown,1.0,0.0,"It’s a 3 bhk builder floor situated in Togan, Chandigarh. It has a built-up area of 2250 sqft and is priced at Rs. 75.00 lac . The house is semi-furnished. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Please contact us for more details. ",1.0,Unknown,0.0,0,0,0,0,0,0,0,0,0,0,0,9.1,0.0,Chandigarh,Builderfloor,3333.33,0
Sector 59,2250.0,12500000.0,INR,Unknown,0.0,0.0,"It’s a 3 bhk builder floor situated in Sector 59. It has a built-up area of 2250 sqft and is priced at Rs. 1.25 cr . It is an unfurnished property. It is a 6 year old ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact us for more details. ",1.0,Unknown,0.0,5,0,0,0,0,0,0,0,0,0,0,9.1,0.0,Chandigarh,Builderfloor,5555.56,0
Sunny Enclave,1035.0,3090000.0,INR,Unknown,1.0,0.0,"Well designed 2 bhk builder floor is available at a prime location in Sunny Enclave. It has a salable area of 1035 sqft and is available at a price of Rs. 2,985 per sqft. It is a semi-furnished property. It is a ready-to-move-in property. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. ",1.0,East,0.0,0,0,0,0,0,0,0,0,0,0,0,9.1,0.0,Chandigarh,Builderfloor,2985.51,0
Dhakoli,1300.0,3600000.0,INR,Unknown,1.0,0.0,"It’s a 3 bhk builder floor situated in Dhakoli, Chandigarh. It is a semi-furnished property. It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. ",1.0,East,0.0,0,0,0,0,1,0,0,0,0,0,0,9.1,0.0,Chandigarh,Builderfloor,2769.23,1
Dhakoli,1200.0,3090000.0,INR,1.0,1.0,0.0,It has a built-up area of 1200 sqft and is priced at Rs. 30.90 lac . It is a semi-furnished property. It is a ready-to-move-in property. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. Please contact for more details. ,1.0,Unknown,0.0,0,0,0,0,0,0,0,0,0,0,0,9.1,0.0,Chandigarh,Builderfloor,2575.0,0
Dera Bassi,990.0,2420000.0,INR,Unknown,1.0,1.0,,1.0,Northeast,0.0,3,0,1,1,1,1,1,1,1,1,0,7.1,1.0,Chandigarh,Builderfloor,2444.44,8
Dhakoli,1772.0,7020000.0,INR,Unknown,1.0,0.0,"It has an area of 1772 sqft with a carpet area of 1450 sqft . The property is available at a price of Rs. 70.20 lac . It is a semi-furnished property. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. If you are interested, please contact us for more details. ",1.0,Unknown,0.0,0,1,1,0,1,1,1,1,1,0,0,9.1,0.0,Chandigarh,Builderfloor,3961.63,7
Patiala Road Zirakpur,1080.0,3590000.0,INR,1.0,1.0,1.0,,1.0,North,0.0,122,0,1,1,1,1,1,1,1,1,0,9.1,1.0,Chandigarh,Builderfloor,3324.07,8
Dhakoli,1450.0,5800000.0,INR,Unknown,1.0,0.0,"A 3 bhk property is available for sale in Dhakoli, Chandigarh. It has a salable area of 1450 sqft and is available at a price of Rs. 4,000 per sqft. It is a semi-furnished property. It is facing east direction. It is a ready-to-move-in property. It is situated in the proximity of all the important facilities. ",1.0,East,0.0,0,1,0,0,1,1,1,1,0,0,0,9.1,0.0,Chandigarh,Builderfloor,4000.0,5
Lohgarh,1800.0,6350000.0,INR,0.0,1.0,0.0,"This spacious 3 bhk builder floor is available for sale and is located in the heart of Lohgarh. It has a salable area of 1800 sqft and is available at a price of Rs. 3,527 per sqft. The house is semi-furnished. It is northeast facing property. It is an under-construction property . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Contact us for more details. ",1.0,Northeast,0.0,0,1,1,0,1,1,1,1,1,0,0,9.1,0.0,Chandigarh,Builderfloor,3527.78,7
Sector 15,2250.0,23500000.0,INR,Unknown,1.0,0.0,"3 BHK Independent Floor for sale in Sector 15, Chandigarh with modern-day amenities. The Independent Floor is in Sector 15 which is a promising investment destination in Chandigarh. This might be your chance to grab the best 3 BHK property for sale in Sector 15. The property is on floor 1 and the total number of floors is 2. This 3 BHK Independent Floor is available at a reasonable price of Rs 2.35 Cr. It is a very spacious property, spread over 1687 Square feet. The built-up area is 2250 Square feet. This property has provision for 3 bathroom. It enjoys a strategic location with many reputed and multispeciality hospitals nearby like Post Graduate Institute of Medical Education & Research, Chandigarh, New OPD PGI, and PGI Emergency. The city's best schools like Govt Sr Secondary School, D.A.V. Model School, and Extreme Martial Arts Chandigarh are also near this housing project",1.0,Unknown,0.0,0,0,0,0,0,0,0,0,0,0,0,9.1,0.0,Chandigarh,Builderfloor,10444.44,0
New Chandigarh Mohali,1180.0,5700000.0,INR,Unknown,0.0,0.0,"A 3 bhk property is available for sale in New chandigarh mohali, Chandigarh. It has an area of 1180 sqft with a carpet area of 850 sqft . The property is available at a price of Rs. 57.00 lac . The house is semi-furnished. Its main door is facing west direction. This residential property is ready-to-move-in. It is situated in the proximity of all the important facilities. Contact us for more details. ",1.0,West,0.0,0,0,1,0,0,1,1,1,0,0,0,9.1,0.0,Chandigarh,Builderfloor,4830.51,4
Dhakoli,855.0,2790000.0,INR,Unknown,1.0,0.0,"It has a salable area of 855 sqft and is available at a price of Rs. 3,263 per sqft. It is a semi-furnished property. It is facing southwest direction. It is a ready-to-move-in property. It is made in way to provide a comfortable living. It is well connected to the city areas. If you are interested, please contact us for more details. ",1.0,Southwest,0.0,0,0,0,0,1,0,0,0,1,0,0,9.1,0.0,Chandigarh,Builderfloor,3263.16,2
Dhakoli,900.0,2750000.0,INR,1.0,0.0,0.0,"It’s a 3 bhk builder floor situated in Dhakoli, Chandigarh. It has a salable area of 900 sqft and is available at a price of Rs. 3,055 per sqft. It is a semi-furnished property. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact us for more details. ",1.0,Unknown,0.0,0,0,0,0,0,0,0,0,0,0,0,9.1,0.0,Chandigarh,Builderfloor,3055.56,0
Sector 79,1350.0,7500000.0,INR,Unknown,1.0,0.0,"This spacious 2 bhk builder floor is available for sale and is located in the heart of Sector 79. It has a salable area of 1350 sqft and is available at a price of Rs. 5,555 per sqft. The house is unfurnished. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1.0,Northeast,0.0,6,0,0,0,0,0,0,0,0,0,0,9.1,0.0,Chandigarh,Builderfloor,5555.56,0
Togan,2250.0,7890000.0,INR,Unknown,1.0,0.0,"A 3 bhk property is available for sale in Togan, Chandigarh. It has an area of 2250 sqft with a carpet area of 1456 sqft . The property is available at a price of Rs. 78.90 lac . The house is semi-furnished. Its main door is facing northwest direction. This residential complex is under-construction as of now. . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact for more details. ",1.0,Northwest,0.0,0,1,1,0,1,1,1,1,1,0,0,9.1,0.0,Chandigarh,Builderfloor,3506.67,7
Mohali Sector 127,900.0,3290000.0,INR,Unknown,1.0,1.0,,1.0,East,0.0,3,0,1,1,1,1,1,0,0,1,0,9.1,1.0,Chandigarh,Builderfloor,3655.56,6
Omaxe New Chandigarh,1395.0,4729000.0,INR,Unknown,1.0,1.0,,1.0,Northeast,0.0,0,1,1,1,1,1,1,1,1,1,0,9.1,1.0,Chandigarh,Builderfloor,3389.96,9
Peermachhala,1050.0,3080000.0,INR,Unknown,1.0,1.0,,1.0,East,0.0,3,0,0,1,0,0,0,0,0,0,0,9.1,1.0,Chandigarh,Builderfloor,2933.33,1
Dhakoli,1000.0,4450000.0,INR,Unknown,1.0,0.0,The house is semi-furnished. Its main door is facing northeast direction. It is a ready-to-move-in property. It is well connected to the city areas. Contact us for more details. ,1.0,Northeast,0.0,0,1,0,0,1,0,0,0,0,0,0,9.1,0.0,Chandigarh,Builderfloor,4450.0,2
Zirakpur Gazipur Road,1150.0,2790000.0,INR,Unknown,1.0,1.0,"It’s a 2 bhk builder floor situated in Zirakpur GAzipur Road, Chandigarh. It has a salable area of 1150 sqft and is available at a price of Rs. 2,426 per sqft. It is on the 1st floor of the building (total number of floors are 3). One of the major USPs of the property is that it is a road facing property. The property is available on freehold. The property has 2 bathrooms and 2 balconies. It is a ready-to-move-in property. The society is well connected by different modes of transportation. ",1.0,Northeast,0.0,0,0,0,0,0,0,0,0,0,0,0,9.1,1.0,Chandigarh,Builderfloor,2426.09,0
Sec 124 Sunny Enclave,850.0,3590000.0,INR,Unknown,1.0,1.0,"It’s a 2 bhk builder floor situated in Sec 124 Sunny Enclave, Chandigarh. It has an area of 850 sqft with a carpet area of 820 sqft . The property is available at a price of Rs. 35.90 lac (negotiable ). It is a semi-furnished property. It is on the ground floor of the building (total number of floors are 3). Its main door is facing northeast direction. The property is available on freehold. It has 2 bathrooms and 2 balconies. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Contact us for more details. ",1.0,Northeast,0.0,0,0,0,1,0,0,1,0,0,0,1,9.1,1.0,Chandigarh,Builderfloor,4223.53,3
Sunny Enclave,1100.0,3490000.0,INR,Unknown,1.0,0.0,"A 3 bhk property is available for sale in Sunny Enclave, Chandigarh. It has a built-up area of 1100 sqft and is priced at Rs. 34.90 lac . It is a semi-furnished property. It is east facing property. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Kindly call us for details. ",1.0,East,0.0,0,0,0,0,1,0,0,0,0,0,0,9.1,0.0,Chandigarh,Builderfloor,3172.73,1
Dhakoli,1360.0,3800000.0,INR,Unknown,1.0,0.0,"It has a salable area of 1360 sqft and is available at a price of Rs. 2,794 per sqft. It is a semi-furnished property. Its main door is facing east direction. It is a ready-to-move-in property. It is well connected to the city areas. If you are interested, please contact us for more details. ",1.0,East,0.0,0,0,0,0,1,0,0,0,0,0,0,9.1,0.0,Chandigarh,Builderfloor,2794.12,1
